Id,Label
0,0
1,1
2,2
3,0
4,0
5,0
6,1
7,1
8,2
9,1
10,0
11,1
12,2
13,1
14,1
15,1
16,0
17,1
18,1
19,0
20,2
21,1
22,2
23,0
24,0
25,1
26,2
27,1
28,0
29,1
30,1
31,0
32,1
33,1
34,2
35,0
36,2
37,0
38,2
39,1
40,1
41,0
42,0
43,2
44,0
45,2
46,1
47,1
48,1
49,1
50,1
51,0
52,2
53,1
54,1
55,2
56,2
57,2
58,2
59,1
60,0
61,0
62,2
63,2
64,0
65,2
66,2
67,2
68,0
69,0
70,2
71,1
72,2
73,0
74,1
75,0
76,2
77,0
78,2
79,0
80,2
81,0
82,2
83,2
84,2
85,1
86,2
87,2
88,0
89,0
90,1
91,2
92,2
93,1
94,1
95,0
96,0
97,0
98,0
99,2
100,0
101,1
102,2
103,0
104,2
105,0
106,0
107,1
108,0
109,2
110,2
111,0
112,0
113,1
114,0
115,0
116,0
117,0
118,0
119,0
120,2
121,1
122,0
123,1
124,0
125,2
126,1
127,1
128,1
129,0
130,0
131,2
132,1
133,2
134,2
135,0
136,1
137,2
138,1
139,2
140,2
141,2
142,2
143,0
144,0
145,1
146,0
147,2
148,1
149,1
150,2
151,0
152,2
153,0
154,0
155,0
156,0
157,0
158,1
159,2
160,2
161,1
162,2
163,0
164,2
165,2
166,1
167,2
168,0
169,1
170,0
171,2
172,1
173,0
174,1
175,2
176,2
177,1
178,1
179,0
180,1
181,2
182,1
183,0
184,1
185,0
186,0
187,1
188,0
189,2
190,2
191,2
192,2
193,2
194,2
195,0
196,2
197,2
198,0
199,0
200,1
201,1
202,0
203,1
204,0
205,1
206,1
207,1
208,0
209,1
210,1
211,2
212,0
213,1
214,2
215,2
216,0
217,2
218,2
219,0
220,2
221,1
222,0
223,1
224,1
225,2
226,0
227,2
228,0
229,0
230,2
231,0
232,2
233,1
234,2
235,2
236,2
237,1
238,0
239,2
240,1
241,1
242,0
243,2
244,1
245,0
246,1
247,0
248,2
249,0
250,2
251,2
252,2
253,1
254,1
255,1
256,0
257,1
258,1
259,2
260,1
261,0
262,2
263,2
264,1
265,0
266,0
267,1
268,0
269,1
270,0
271,2
272,1
273,2
274,1
275,0
276,1
277,1
278,1
279,2
280,2
281,1
282,1
283,0
284,2
285,0
286,1
287,2
288,2
289,1
290,0
291,2
292,2
293,1
294,2
295,0
296,0
297,1
298,1
299,2
300,0
301,0
302,0
303,1
304,2
305,2
306,1
307,2
308,0
309,2
310,1
311,2
312,2
313,0
314,2
315,2
316,0
317,1
318,2
319,2
320,0
321,2
322,0
323,1
324,2
325,2
326,1
327,2
328,0
329,2
330,2
331,1
332,2
333,0
334,1
335,0
336,2
337,2
338,2
339,0
340,2
341,2
342,0
343,1
344,1
345,2
346,0
347,2
348,1
349,1
350,2
351,2
352,2
353,1
354,0
355,0
356,0
357,1
358,2
359,0
360,2
361,2
362,2
363,2
364,2
365,2
366,1
367,1
368,2
369,2
370,2
371,2
372,2
373,0
374,2
375,0
376,1
377,2
378,2
379,2
380,0
381,0
382,1
383,0
384,2
385,0
386,1
387,2
388,2
389,2
390,2
391,1
392,1
393,1
394,0
395,2
396,0
397,0
398,0
399,1
400,1
401,1
402,0
403,0
404,0
405,0
406,2
407,0
408,1
409,2
410,2
411,1
412,0
413,0
414,1
415,2
416,1
417,1
418,0
419,2
420,2
421,0
422,1
423,2
424,2
425,0
426,1
427,0
428,2
429,0
430,2
431,1
432,1
433,0
434,2
435,2
436,1
437,2
438,0
439,1
440,1
441,2
442,2
443,1
444,0
445,1
446,1
447,1
448,1
449,0
450,1
451,0
452,1
453,2
454,2
455,2
456,0
457,2
458,1
459,2
460,0
461,1
462,0
463,0
464,0
465,1
466,0
467,0
468,0
469,2
470,0
471,1
472,2
473,2
474,0
475,2
476,0
477,0
478,0
479,1
480,0
481,0
482,2
483,1
484,2
485,1
486,2
487,1
488,1
489,1
490,2
491,0
492,2
493,0
494,1
495,2
496,2
497,2
498,1
499,2
500,0
501,0
502,0
503,2
504,0
505,0
506,1
507,1
508,1
509,2
510,2
511,1
512,2
513,0
514,1
515,1
516,1
517,1
518,2
519,2
520,0
521,0
522,0
523,2
524,1
525,2
526,0
527,2
528,0
529,2
530,2
531,2
532,1
533,0
534,0
535,2
536,0
537,1
538,1
539,0
540,2
541,0
542,2
543,1
544,1
545,2
546,0
547,0
548,2
549,0
550,1
551,0
552,0
553,0
554,1
555,0
556,2
557,1
558,1
559,0
560,1
561,1
562,1
563,0
564,0
565,2
566,2
567,0
568,1
569,1
570,1
571,0
572,1
573,0
574,0
575,2
576,2
577,2
578,1
579,0
580,0
581,0
582,1
583,2
584,1
585,1
586,2
587,1
588,0
589,2
590,0
591,0
592,2
593,0
594,0
595,2
596,1
597,0
598,2
599,0
600,1
601,2
602,2
603,2
604,0
605,1
606,0
607,2
608,1
609,1
610,2
611,1
612,0
613,0
614,2
615,2
616,0
617,1
618,1
619,2
620,0
621,2
622,1
623,1
624,2
625,1
626,2
627,0
628,0
629,2
630,1
631,0
632,0
633,1
634,1
635,0
636,2
637,0
638,2
639,0
640,0
641,1
642,1
643,0
644,0
645,2
646,2
647,1
648,1
649,2
650,1
651,0
652,1
653,2
654,2
655,0
656,1
657,2
658,1
659,1
660,0
661,2
662,1
663,0
664,0
665,0
666,2
667,2
668,1
669,1
670,0
671,0
672,2
673,2
674,2
675,1
676,2
677,2
678,0
679,1
680,2
681,1
682,0
683,0
684,0
685,0
686,1
687,2
688,1
689,1
690,2
691,2
692,0
693,2
694,2
695,1
696,2
697,1
698,1
699,1
700,2
701,0
702,2
703,1
704,1
705,1
706,1
707,0
708,2
709,2
710,1
711,0
712,1
713,2
714,0
715,0
716,1
717,1
718,1
719,2
720,1
721,2
722,0
723,1
724,1
725,0
726,0
727,0
728,2
729,1
730,2
731,0
732,2
733,2
734,1
735,1
736,0
737,1
738,0
739,1
740,1
741,2
742,1
743,1
744,0
745,1
746,2
747,2
748,1
749,0
750,1
751,1
752,2
753,1
754,0
755,1
756,1
757,1
758,2
759,0
760,0
761,0
762,1
763,0
764,2
765,1
766,2
767,2
768,1
769,0
770,1
771,0
772,1
773,1
774,0
775,0
776,0
777,0
778,0
779,2
780,0
781,1
782,1
783,0
784,1
785,0
786,0
787,1
788,1
789,2
790,0
791,2
792,0
793,0
794,2
795,1
796,0
797,2
798,2
799,1
800,1
801,0
802,0
803,1
804,1
805,0
806,0
807,1
808,2
809,0
810,1
811,1
812,1
813,1
814,0
815,0
816,1
817,0
818,0
819,0
820,1
821,1
822,1
823,1
824,0
825,0
826,1
827,2
828,2
829,2
830,1
831,1
832,2
833,0
834,1
835,0
836,2
837,1
838,2
839,1
840,1
841,1
842,1
843,0
844,1
845,1
846,1
847,0
848,0
849,1
850,1
851,0
852,2
853,1
854,0
855,0
856,2
857,2
858,1
859,1
860,0
861,0
862,2
863,0
864,0
865,1
866,2
867,0
868,0
869,1
870,1
871,0
872,1
873,0
874,0
875,1
876,2
877,2
878,2
879,0
880,0
881,2
882,0
883,1
884,2
885,2
886,2
887,2
888,1
889,1
890,1
891,2
892,1
893,1
894,2
895,2
896,0
897,0
898,1
899,0
900,1
901,0
902,0
903,1
904,2
905,0
906,0
907,2
908,2
909,0
910,0
911,2
912,2
913,0
914,2
915,0
916,1
917,0
918,1
919,0
920,1
921,1
922,1
923,0
924,0
925,2
926,0
927,1
928,1
929,1
930,0
931,1
932,1
933,2
934,2
935,1
936,0
937,0
938,1
939,1
940,1
941,0
942,1
943,0
944,2
945,2
946,2
947,0
948,2
949,1
950,2
951,0
952,0
953,0
954,2
955,1
956,1
957,1
958,0
959,1
960,0
961,2
962,2
963,0
964,2
965,0
966,0
967,1
968,0
969,0
970,1
971,0
972,2
973,1
974,2
975,0
976,2
977,2
978,0
979,0
980,2
981,1
982,1
983,1
984,1
985,0
986,1
987,0
988,0
989,0
990,1
991,0
992,1
993,1
994,0
995,1
996,1
997,1
998,2
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,1
1007,0
1008,2
1009,2
1010,0
1011,0
1012,1
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,0
1020,1
1021,2
1022,2
1023,2
1024,1
1025,2
1026,1
1027,2
1028,1
1029,1
1030,0
1031,1
1032,1
1033,1
1034,1
1035,1
1036,0
1037,1
1038,1
1039,2
1040,0
1041,1
1042,2
1043,0
1044,0
1045,0
1046,1
1047,0
1048,2
1049,1
1050,1
1051,1
1052,1
1053,2
1054,0
1055,0
1056,0
1057,0
1058,2
1059,0
1060,2
